"curly","dot.location","eqeqeq","vars.on.top","no.unused.vars","no.use.before.define","id.length","semi","max.len","max.statements","max.statements.per.line","no.bitwise","LOC","SLOC","comment","mixLOC","emptyLine","codePerLine","mixLOC.1","paremeter","Url","X1","X2","X3","X4"
0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,"http://rosettacode.org//wiki/Loop_over_multiple_arrays_simultaneously",0,0.999883749689267,0,0
0,0,3,0,0,0,4,1,1,0,0,0,8,8,0,0,0,37,0,0,"http://rosettacode.org//wiki/Luhn_test_of_credit_card_numbers",0,0.987398991677446,0.00969531099180445,0.00279425889517811
1,0,2,1,1,0,1,1,0,0,0,0,16,16,0,0,0,31.0625,0,0,"http://rosettacode.org//wiki/Luhn_test_of_credit_card_numbers",0,0.955709617798045,0.0343067610118016,0.00988745716388154
0,0,0,0,1,0,2,1,0,0,0,0,11,11,0,0,0,33.2727272727273,0,1,"http://rosettacode.org//wiki/Luhn_test_of_credit_card_numbers",0,0.975515476472674,0.018924604749301,0.0054542082459412
1,0,0,0,0,0,6,3,0,0,0,0,9,7,2,0,0,28.1111111111111,0,0,"http://rosettacode.org//wiki/Luhn_test_of_credit_card_numbers",0.00653783736350837,0.962555133403732,0.0308164062991593,0
0,0,0,0,0,7,13,4,2,0,0,0,73,65,8,0,0,29.5205479452055,0,0,"http://rosettacode.org//wiki/Magic_squares_of_odd_order",0,0.685593862225655,0.304662128863232,0.00977576045585119
0,0,0,1,1,0,3,0,1,1,0,13,26,25,0,0,1,37.6538461538462,0,2,"http://rosettacode.org//wiki/Main_step_of_GOST_28147-89",0,0.817281709622831,0.0282529042790694,0.154436346899173
2,0,0,0,1,0,1,0,0,0,0,0,25,22,2,0,1,26.56,0,2,"http://rosettacode.org//wiki/Make_directory_path",0.00370066904560479,0.808043332021261,0.0468230756192206,0.141412774387044
0,0,0,0,0,0,5,0,0,0,0,0,14,13,1,0,0,22.5714285714286,0,3.5,"http://rosettacode.org//wiki/Man_or_boy_test",0,0.958090840432689,0.0400287468141709,0.00178281580013783
0,0,0,8,0,0,7,0,0,2,0,0,59,58,0,0,1,30.7118644067797,0,4.5,"http://rosettacode.org//wiki/Mandelbrot_set",0,0.68656304237031,0.129775135611551,0.183695789757572
0,0,0,1,0,0,2,0,0,0,0,0,10,8,2,0,0,38.5,0,0,"http://rosettacode.org//wiki/Map_range",0.0058924446500686,0.959561427721391,0.0344560186525907,0
0,0,0,0,0,0,2,0,0,0,0,0,16,13,3,0,0,29.875,0,0,"http://rosettacode.org//wiki/Map_range",0.00662867446220001,0.929149642463872,0.0641470073144946,0
0,0,1,4,0,0,7,3,0,0,0,0,30,27,3,0,0,22.8,0,1,"http://rosettacode.org//wiki/Matrix-exponentiation_operator",0,0.883629851003471,0.113001343468903,0.0033065287444093
0,0,1,7,0,0,5,2,0,1,0,0,27,26,1,0,0,22.7037037037037,0,0,"http://rosettacode.org//wiki/Matrix_multiplication",0,0.906595607878661,0.0800223530966666,0.013309262986781
0,0,0,0,0,5,10,0,0,0,0,0,57,48,9,0,0,25.2280701754386,0,0,"http://rosettacode.org//wiki/Matrix_multiplication",0.00781908976779358,0.731710402507072,0.260491001053052,0
1,0,0,4,0,0,5,4,0,0,0,0,32,31,1,0,0,23.21875,0,1,"http://rosettacode.org//wiki/Matrix_transposition",0,0.886789749204038,0.0954045093591629,0.0177425119047201
0,0,0,0,0,0,1,1,0,0,0,0,19,18,0,0,1,19.3157894736842,0,0,"http://rosettacode.org//wiki/Matrix_transposition",0,0.845009911767306,0.00671788551157315,0.148229798414057
2,0,3,1,0,0,0,0,1,0,0,0,19,19,1,1,0,35.4210526315789,1,0,"http://rosettacode.org//wiki/Text_processing/Max_licenses_in_use",0.0327489294488741,0.915583204887551,0.0398758080030653,0.0117552345454851
0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,5,0,0,"http://rosettacode.org//wiki/Maximum_triangle_path_sum",0,0.999883749689267,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,"http://rosettacode.org//wiki/Maximum_triangle_path_sum",0,0.999885053704143,0,0
0,1,0,5,1,1,12,2,6,1,0,0,82,50,32,0,0,39.1829268292683,0,0,"http://rosettacode.org//wiki/Monads/Maybe_monad",0.097681752065482,0.370528083688625,0.532107544339256,0
19,0,8,12,2,0,22,0,1,1,0,0,77,76,0,0,1,30.5454545454545,0,1.5,"http://rosettacode.org//wiki/Maze_generation",0,0.615261951141662,0.185150898156541,0.199655485862154
1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,22,0,0,"http://rosettacode.org//wiki/Maze_generation",0,0.999883749689267,0,0
1,0,0,2,0,0,7,0,1,0,0,0,19,17,0,0,2,23,0,1,"http://rosettacode.org//wiki/Averages/Mean_angle",0,0.727067853058095,0,0.272951131201051
3,0,2,1,0,0,2,2,0,0,0,0,16,16,5,5,0,25.25,5,1,"http://rosettacode.org//wiki/Averages/Median",0.198799881220672,0.791950063852064,0,0.00948079719517926
2,0,0,4,0,0,1,0,0,0,0,0,18,18,0,0,0,32.7777777777778,0,2,"http://rosettacode.org//wiki/Menu",0,0.947787274328197,0.0404596235167993,0.0116607567310569
0,0,0,2,0,0,2,0,0,0,0,0,30,28,1,1,2,24.2333333333333,1,2.33333333333333,"http://rosettacode.org//wiki/Sorting_algorithms/Merge_sort",0.0395227685455662,0.668107263332104,0,0.2924629178532
1,0,0,0,0,0,6,2,0,0,0,0,15,15,0,0,0,28.5333333333333,0,1,"http://rosettacode.org//wiki/Middle_three_digits",0,0.959670789532972,0.0312303297593007,0.00900080738029323
5,0,0,3,1,0,6,0,0,1,0,0,28,26,2,0,0,24.2142857142857,0,2,"http://rosettacode.org//wiki/Miller%E2%80%93Rabin_primality_test",0,0.897093315308532,0.0949736326565324,0.00786457097380036
2,0,1,1,0,0,1,0,0,0,0,0,19,19,2,2,0,24.7368421052632,2,1,"http://rosettacode.org//wiki/Averages/Mode",0.0740861475871289,0.882426587728283,0.0313348279477905,0.0121832165622861
0,0,0,1,0,0,5,0,0,0,0,0,16,16,0,0,0,21.4375,0,1,"http://rosettacode.org//wiki/Monte_Carlo_methods",0,0.955709617798045,0.0343067610118016,0.00988745716388154
0,0,0,2,1,0,1,0,0,1,0,0,34,29,5,0,0,31.8823529411765,0,2,"http://rosettacode.org//wiki/Monty_Hall_problem",0.0042287778058273,0.8503638378548,0.145366658758873,0
0,0,0,0,0,0,3,0,2,0,0,0,40,29,13,2,0,34.8,2,0,"http://rosettacode.org//wiki/Monty_Hall_problem",0.11064119248171,0.692054339082384,0.197475694325286,0
0,0,0,10,1,6,28,0,0,1,0,0,105,89,15,0,1,26.9619047619048,0,3,"http://rosettacode.org//wiki/Morse_code",0.0114867991977139,0.414660251392466,0.442885738047124,0.131143503564419
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,26,0,0,"http://rosettacode.org//wiki/Morse_code",0,0.999885053704143,0,0
0,0,0,0,0,0,0,0,2,0,0,0,32,30,7,5,0,34,5,0,"http://rosettacode.org//wiki/Move-to-front_algorithm",0.198875518597506,0.719934297807498,0.0690132135385968,0.0124414178347872
0,0,0,0,0,0,0,1,0,0,0,0,4,4,0,0,0,38.5,0,0,"http://rosettacode.org//wiki/Multi-dimensional_array",0,0.999883097681829,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,24,0,0,"http://rosettacode.org//wiki/Multi-dimensional_array",0,0.999884401696705,0,0
0,0,0,1,1,0,2,0,0,0,0,0,9,9,0,0,0,26.2222222222222,0,1,"http://rosettacode.org//wiki/Multi-dimensional_array",0,0.983437819942522,0.0127717422443033,0.00368090867876581
0,0,0,0,1,0,1,0,0,0,0,0,8,8,0,0,0,18.75,0,2,"http://rosettacode.org//wiki/Multifactorial",0,0.987398991677446,0.00969531099180445,0.00279425889517811
0,0,0,3,1,0,3,0,0,0,0,0,9,9,0,0,0,27,0,2,"http://rosettacode.org//wiki/Multifactorial",0,0.983437819942522,0.0127717422443033,0.00368090867876581
0,0,0,0,1,0,1,0,0,0,0,0,3,3,0,0,0,28.6666666666667,0,2,"http://rosettacode.org//wiki/Multifactorial",0,0.999883749689267,0,0
0,0,0,3,1,0,3,0,0,0,0,0,9,9,0,0,0,27,0,2,"http://rosettacode.org//wiki/Multifactorial",0,0.983437819942522,0.0127717422443033,0.00368090867876581
1,0,0,1,0,0,2,0,0,0,0,0,3,3,0,0,0,23,0,0,"http://rosettacode.org//wiki/Multiple_distinct_objects",0,0.999883749689267,0,0
2,0,1,5,0,0,8,7,1,0,0,0,44,40,3,0,1,30,0,1,"http://rosettacode.org//wiki/Multiple_regression",0,0.729357255888561,0.119253211746167,0.151402017614051
0,1,0,1,0,0,10,1,0,0,0,0,42,36,7,1,0,33.9047619047619,1,0,"http://rosettacode.org//wiki/Multiplication_tables",0.044990849391034,0.781139662383841,0.17391260922658,0
0,0,0,0,0,0,0,1,0,0,0,0,15,15,0,0,0,47.9333333333333,0,0,"http://rosettacode.org//wiki/Multiplication_tables",0,0.959670789532972,0.0312303297593007,0.00900080738029323
0,0,0,0,0,0,0,2,0,0,0,0,9,9,0,0,0,30.2222222222222,0,0,"http://rosettacode.org//wiki/Multisplit",0,0.983437819942522,0.0127717422443033,0.00368090867876581
0,0,0,1,0,1,9,0,0,0,0,0,23,20,1,0,2,20.9565217391304,0,1.33333333333333,"http://rosettacode.org//wiki/Mutual_recursion",0.00529389260225473,0.716106011293874,0,0.278628331833734
0,0,0,0,0,0,5,0,0,0,0,0,23,23,0,0,0,28,0,0,"http://rosettacode.org/wiki/N%27th",0,0.927981415653573,0.0558417797792957,0.016094005648996
1,0,3,4,1,2,2,1,0,0,0,0,34,32,0,0,2,27.3529411764706,0,2.66666666666667,"http://rosettacode.org//wiki/N-queens_problem",0,0.686776144917471,0.0160461850413351,0.297211937067287
0,0,0,0,0,0,1,0,0,0,0,0,13,13,0,0,0,18.5384615384615,0,2,"http://rosettacode.org//wiki/Loops/N_plus_one_half",0,0.967593133002823,0.0250774672543008,0.00722750781311721
0,0,0,0,0,0,4,0,0,0,0,0,10,10,0,0,0,17.9,0,2,"http://rosettacode.org//wiki/Loops/N_plus_one_half",0,0.979476648207598,0.0158481734968022,0.00456755846235351
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,29,0,0,"http://rosettacode.org//wiki/Loops/N_plus_one_half",0,0.999885053704143,0,0
0,0,0,0,0,0,6,1,0,0,0,0,17,17,1,1,0,26.5294117647059,1,2,"http://rosettacode.org//wiki/Loops/N_plus_one_half",0.0339626949069295,0.922811102332236,0.0330331613407718,0.0101543768715939
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,29,0,0,"http://rosettacode.org//wiki/Loops/N_plus_one_half",0,0.999885053704143,0,0
0,0,1,1,0,0,3,2,0,0,0,0,5,5,0,0,0,19,0,0,"http://rosettacode.org//wiki/Loops/N_plus_one_half",0,0.999282506882221,0.000466017234305766,0.0001343095444144
1,0,1,0,0,0,2,4,0,0,0,0,7,7,0,0,0,14.8571428571429,0,0,"http://rosettacode.org//wiki/Loops/N_plus_one_half",0,0.99136016341237,0.00661887973930559,0.00190760911159041
4,0,1,7,0,1,5,4,0,1,0,0,42,41,0,0,1,27.4285714285714,0,2.5,"http://rosettacode.org//wiki/Verify_distribution_uniformity/Naive",0,0.753902961864037,0.0774758043190574,0.168622743436578
0,0,0,0,0,0,0,2,1,0,0,0,13,11,2,0,0,31.7692307692308,0,1,"http://rosettacode.org//wiki/Named_parameters",0.00395626650974973,0.950580310674367,0.0453748557128823,0
0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,59,0,0,"http://rosettacode.org//wiki/Narcissist",0,0.999884401696705,0,0
0,0,0,2,0,0,1,0,0,0,0,0,18,14,3,0,1,30.4444444444444,0,1,"http://rosettacode.org//wiki/Narcissist",0.0122824441852873,0.82532042055141,0.0322858735270416,0.130094112699325
0,0,1,1,1,0,5,0,0,0,0,0,25,24,0,0,1,17.76,0,0.5,"http://rosettacode.org//wiki/Narcissistic_decimal_number",0,0.821242881357758,0.0251764730265684,0.153549697115584
5,0,1,2,1,0,7,1,0,1,0,0,51,50,0,0,1,23.8235294117647,0,1,"http://rosettacode.org//wiki/Create_an_object/Native_demonstration",0,0.718252416249709,0.105163685591556,0.176602591488869
0,0,0,0,0,0,6,0,1,0,0,0,18,17,1,0,0,28,0,0,"http://rosettacode.org//wiki/Natural_sorting",0,0.942246153492989,0.0523344718241684,0.00532941493448923
1,0,1,2,0,0,3,0,0,0,0,0,18,17,1,0,0,19,0,0,"http://rosettacode.org//wiki/Loops/Nested",0,0.942246153492989,0.0523344718241684,0.00532941493448923
0,1,0,0,0,0,3,1,0,0,0,0,43,37,6,0,0,24.8604651162791,0,0,"http://rosettacode.org//wiki/Loops/Nested",0.00302882947764027,0.81097093555026,0.185976484481066,0
0,0,0,0,0,0,0,21,0,0,0,0,21,21,0,0,0,1.52380952380952,0,0,"http://rosettacode.org//wiki/Loops/Nested",0,0.935903759123421,0.049688917274298,0.0143207060818206
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,40,0,0,"http://rosettacode.org//wiki/Hello_world/Newline_omission",0,0.999885053704143,0,0
1,0,1,2,0,1,2,0,0,0,0,0,22,21,1,1,1,26.6818181818182,1,1,"http://rosettacode.org//wiki/Non-continuous_subsequences",0.0381913432979679,0.801769666081532,0.00919400311879687,0.150870789551206
1,0,0,1,0,2,1,0,0,0,0,0,20,18,0,0,2,33.1,0,2,"http://rosettacode.org//wiki/Walk_a_directory/Non-recursively",0,0.725061460825696,0,0.274958067593838
0,0,0,1,1,0,3,0,0,0,0,0,9,9,1,1,0,26.5555555555556,1,3,"http://rosettacode.org//wiki/Nth_root",0.0388177567391522,0.951722692110982,0.00566257469159286,0.00375094617602811
0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,1,0,30.6,1,0,"http://rosettacode.org//wiki/Null_object",0.0458224853383001,0.954139875312069,0,0
0,0,0,1,0,0,5,0,3,0,0,0,65,58,2,0,5,27.6615384615385,0,1.5,"http://rosettacode.org//wiki/Number_reversal_game",0.00847760802920098,0.251598612571575,0.0198929093542722,0.720287001844408
0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,29.5555555555556,0,0,"http://rosettacode.org//wiki/Keyboard_input/Obtain_a_Y_or_N_response",0,0.983437819942522,0.0127717422443033,0.00368090867876581
0,0,0,0,0,0,1,0,0,0,0,0,6,6,0,0,0,34.5,0,0,"http://rosettacode.org//wiki/Keyboard_input/Obtain_a_Y_or_N_response",0,0.995321335147297,0.00354244848680462,0.0010209593280021
0,0,2,1,1,0,1,0,0,0,0,0,18,18,2,2,0,28.0555555555556,2,1,"http://rosettacode.org//wiki/One-dimensional_cellular_automata",0.0746930303161567,0.886040536450625,0.0279135046166437,0.0113827877253405
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,76,0,0,"http://rosettacode.org//wiki/One-dimensional_cellular_automata",0,0.999885053704143,0,0
3,0,2,1,0,0,2,0,0,1,0,29,86,85,0,0,1,30.9186046511628,0,2.5,"http://rosettacode.org//wiki/OpenWebNet_Password",0,0.579611405527337,0.212838779429037,0.207635333914445
0,0,0,0,0,0,0,1,0,0,0,0,11,10,1,0,0,23.3636363636364,0,2,"http://rosettacode.org//wiki/Optional_parameters",0.000638465843860121,0.969017273202524,0.0302423164646989,0
2,0,0,2,0,5,13,1,0,0,0,0,63,54,7,0,2,24.6349206349206,0,0,"http://rosettacode.org//wiki/Ordered_Partitions",0.00957016756116159,0.527638825301947,0.182947893454383,0.279965039540372
0,0,0,0,0,0,0,1,0,0,0,0,32,32,0,0,0,9.59375,0,0,"http://rosettacode.org//wiki/Ordered_Partitions",0,0.892330870039248,0.0835296610517918,0.0240738537012871
0,0,0,0,0,0,3,1,1,0,0,0,18,18,0,0,0,33.7222222222222,0,0,"http://rosettacode.org//wiki/Ordered_words",0,0.947787274328197,0.0404596235167993,0.0116607567310569
1,0,2,0,0,0,0,0,0,0,0,0,25,25,0,0,0,27,0,0,"http://rosettacode.org//wiki/Ordered_words",0,0.920059072183722,0.0619946422842955,0.017867305216172
0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,35.75,0,1,"http://rosettacode.org//wiki/Palindrome_detection",0,0.999883097681829,0,0
3,0,1,7,0,0,4,2,0,1,0,0,29,26,4,1,0,32.4137931034483,1,0,"http://rosettacode.org//wiki/Sorting_algorithms/Pancake_sort",0.0396808902680581,0.855382060085351,0.102325224992102,0.00261254342764572
2,0,0,1,0,0,2,6,1,0,0,0,10,9,3,2,0,43.1,2,1,"http://rosettacode.org//wiki/Pangram_checker",0.0839171129572083,0.906361021187346,0.0097541783091551,0
0,3,0,0,0,0,2,0,0,0,0,0,14,13,1,0,0,23.7142857142857,0,1,"http://rosettacode.org//wiki/Pangram_checker",0,0.958090840432689,0.0400287468141709,0.00178281580013783
0,0,1,0,1,1,1,0,0,0,0,0,18,17,0,0,1,20,0,1,"http://rosettacode.org//wiki/Parallel_calculations",0,0.848971083502235,0.00364145425907005,0.147343148630468
2,0,1,1,0,2,3,0,1,0,0,0,42,39,1,0,2,26.952380952381,0,0.5,"http://rosettacode.org//wiki/Parallel_calculations",0,0.649545650202863,0.0525324833687013,0.297973793539423
0,0,0,0,1,0,5,2,0,0,0,0,20,19,1,0,0,16.5,0,0,"http://rosettacode.org//wiki/Partial_function_application",0,0.934323810023141,0.0584873343291661,0.00710271450166463
0,0,0,0,0,0,3,2,0,0,0,0,22,21,1,0,0,20.3636363636364,0,0,"http://rosettacode.org//wiki/Partial_function_application",0,0.92640146655329,0.0646401968341659,0.00887601406884065
8,0,2,11,0,0,25,11,1,1,0,0,137,129,3,0,5,23.1824817518248,0,1.66666666666667,"http://rosettacode.org//wiki/Particle_Swarm_Optimization",0,0,0.245604629345309,0.754798405101828
0,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,30,0,0,"http://rosettacode.org//wiki/Particle_Swarm_Optimization",0,0.995321335147297,0.00354244848680462,0.0010209593280021
5,0,3,10,0,0,10,3,4,1,0,0,62,52,10,0,0,34.3870967741936,0,1,"http://rosettacode.org/wiki/Pascal%27s_triangle",0.00920071229336422,0.704292322931892,0.286542377361528,0
0,9,0,2,1,2,17,1,0,0,0,0,79,71,8,0,0,32.4303797468354,0,0,"http://rosettacode.org/wiki/Pascal%27s_triangle",0,0.661826831816103,0.32312071637823,0.0150956591573788
0,0,0,0,0,0,0,1,0,0,0,0,9,9,0,0,0,13.8888888888889,0,0,"http://rosettacode.org/wiki/Pascal%27s_triangle",0,0.983437819942522,0.0127717422443033,0.00368090867876581
0,0,1,3,0,0,1,0,3,0,0,0,33,32,0,0,1,36.3636363636364,0,2.5,"http://rosettacode.org//wiki/Percentage_difference_between_images",0,0.78955350747836,0.0497879230465634,0.160642895384287
2,0,3,1,0,0,3,0,0,0,0,0,17,17,0,0,0,21.2941176470588,0,1,"http://rosettacode.org//wiki/Perfect_numbers",0,0.951748446063121,0.0373831922643005,0.0107741069474692
0,0,0,0,0,1,7,0,0,0,0,0,16,15,0,0,1,24.25,0,0,"http://rosettacode.org//wiki/Perfect_numbers",0,0.855297665858416,0,0.144655316347548
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,18,0,0,"http://rosettacode.org//wiki/Perfect_numbers",0,0.999885053704143,0,0
0,0,0,0,0,1,9,1,0,0,0,0,19,18,0,0,1,28.0526315789474,0,0,"http://rosettacode.org//wiki/Perfect_numbers",0,0.845009911767306,0.00671788551157315,0.148229798414057
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,18,0,0,"http://rosettacode.org//wiki/Perfect_numbers",0,0.999885053704143,0,0
0,0,0,0,0,4,9,0,0,0,0,0,28,25,2,0,1,30.1428571428571,0,0,"http://rosettacode.org//wiki/Perfect_numbers",0.00188002085852121,0.79720148585423,0.0570870456126633,0.143814060897881
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,18,0,0,"http://rosettacode.org//wiki/Perfect_numbers",0,0.999885053704143,0,0
0,0,1,3,0,0,3,0,0,0,0,0,17,16,0,0,1,23.8235294117647,0,2,"http://rosettacode.org//wiki/Permutations",0,0.852932255237159,0.00056502300657121,0.146456498846881
0,1,0,0,0,4,6,3,0,0,0,0,34,28,6,0,0,30.0882352941176,0,0,"http://rosettacode.org//wiki/Permutations",0.00883736389859512,0.837914286691321,0.153219973300201,0
0,0,0,0,0,0,0,1,0,0,0,0,8,8,0,0,0,24.875,0,0,"http://rosettacode.org//wiki/Permutations",0,0.987398991677446,0.00969531099180445,0.00279425889517811
0,0,0,0,0,0,2,0,0,0,0,0,9,9,0,0,0,29.5555555555556,0,0,"http://rosettacode.org//wiki/Phrase_reversals",0,0.983437819942522,0.0127717422443033,0.00368090867876581
3,0,0,3,1,0,3,0,0,0,0,0,27,26,0,0,1,30.2222222222222,0,1,"http://rosettacode.org//wiki/Playing_cards",0,0.813320537887907,0.0313293355315682,0.15532299668276
2,0,2,2,1,0,0,0,0,0,0,0,8,8,0,0,0,22.75,0,1,"http://rosettacode.org//wiki/Polymorphic_copy",0,0.987398991677446,0.00969531099180445,0.00279425889517811
0,0,6,0,0,0,18,7,0,1,0,0,63,52,11,0,0,25.2063492063492,0,0,"http://rosettacode.org//wiki/Polymorphism",0.0131639056726933,0.688849066086076,0.298035304256282,0
0,0,0,3,0,0,2,0,0,0,0,0,14,14,0,0,0,21.4285714285714,0,1,"http://rosettacode.org//wiki/Power_set",0,0.963631961267899,0.0281538985067997,0.00811415759670491
0,0,0,0,0,0,3,1,0,0,0,0,20,18,2,0,0,25,0,0,"http://rosettacode.org//wiki/Power_set",0,0.928782689187931,0.0703621826365373,0.00077137270509755
0,0,0,0,0,0,0,1,0,0,0,0,10,10,0,0,0,26.6,0,0,"http://rosettacode.org//wiki/Terminal_control/Preserve_screen",0,0.979476648207598,0.0158481734968022,0.00456755846235351
0,0,0,0,1,0,1,0,1,0,0,1,7,7,0,0,0,38,0,1,"http://rosettacode.org//wiki/Price_fraction",0,0.99136016341237,0.00661887973930559,0.00190760911159041
1,0,6,1,1,0,2,0,0,0,0,0,13,13,0,0,0,23.4615384615385,0,1,"http://rosettacode.org//wiki/Primality_by_trial_division",0,0.967593133002823,0.0250774672543008,0.00722750781311721
7,0,0,2,1,0,1,0,0,1,0,0,33,33,0,0,0,27.1212121212121,0,2,"http://rosettacode.org//wiki/Prime_decomposition",0,0.888369698304324,0.0866060923042906,0.0249605034848749
2,0,0,4,1,0,2,0,0,1,0,0,39,38,3,2,0,24.4871794871795,2,1,"http://rosettacode.org//wiki/Prime_decomposition",0.0662820890430596,0.80212706075516,0.109173355796593,0.0224761334721019
1,0,0,2,1,0,3,0,0,0,0,0,12,12,0,0,0,17.25,0,1,"http://rosettacode.org//wiki/Prime_decomposition",0,0.971554304737747,0.022001036001802,0.00634085802952952
0,1,0,0,0,0,0,0,0,1,0,0,37,36,1,0,0,34.2702702702703,0,0,"http://rosettacode.org//wiki/Prime_decomposition",0,0.866983890529414,0.110786665621659,0.0221757608226592
1,0,0,5,0,0,2,0,1,0,0,0,31,30,1,0,0,22.3548387096774,0,0,"http://rosettacode.org//wiki/Probabilistic_choice",0,0.890750920938965,0.092328078106662,0.0168558621211318
0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,16.6666666666667,0,0,"http://rosettacode.org//wiki/Program_name",0,0.999883749689267,0,0
0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,16.6666666666667,0,0,"http://rosettacode.org//wiki/Program_name",0,0.999883749689267,0,0
1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,15,0,0,"http://rosettacode.org//wiki/Program_termination",0,0.999884401696705,0,0
2,0,0,2,0,1,13,0,0,0,0,1,56,53,3,0,0,32.2857142857143,0,0,"http://rosettacode.org//wiki/Proper_divisors",0,0.780639385895424,0.192988556033888,0.0263594231176937
0,1,0,1,0,0,4,1,0,0,0,0,54,51,9,6,0,26.8703703703704,6,0,"http://rosettacode.org//wiki/Averages/Pythagorean_means",0.231194912733635,0.59925025623042,0.145153407994421,0.0247631744352958
0,0,0,0,0,0,2,0,1,0,0,0,17,17,0,0,0,38.6470588235294,0,0,"http://rosettacode.org//wiki/Quaternion_type",0,0.951748446063121,0.0373831922643005,0.0107741069474692
0,0,0,1,1,0,3,0,0,1,0,0,32,31,0,0,1,28.90625,0,2,"http://rosettacode.org//wiki/Sorting_algorithms/Quicksort",0,0.793514679213284,0.0467114917940646,0.159756245600699
0,0,0,0,1,0,2,0,0,0,0,0,4,4,0,0,0,28,0,0,"http://rosettacode.org//wiki/Sorting_algorithms/Quicksort",0,0.999883097681829,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,22,0,0,"http://rosettacode.org//wiki/Sorting_algorithms/Quicksort",0,0.999885053704143,0,0
1,2,0,1,0,0,3,1,0,0,0,0,18,16,2,0,0,26.5,0,1,"http://rosettacode.org//wiki/Sorting_algorithms/Quicksort",0.000729302942552642,0.935611782262668,0.0635729174800291,0
0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,29.6666666666667,0,0,"http://rosettacode.org//wiki/Quine",0,0.999883749689267,0,0
0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,47.5,0,0,"http://rosettacode.org//wiki/Quine",0,0.999884401696705,0,0
0,0,0,0,0,0,0,2,2,0,0,0,5,5,0,0,0,61.8,0,0,"http://rosettacode.org//wiki/Quine",0,0.999282506882221,0.000466017234305766,0.0001343095444144
0,0,0,0,0,0,2,2,0,0,0,0,5,5,0,0,0,16.6,0,0,"http://rosettacode.org//wiki/Quine",0,0.999282506882221,0.000466017234305766,0.0001343095444144
1,0,1,3,0,0,6,6,0,0,0,0,31,31,0,0,0,21.3870967741935,0,0,"http://rosettacode.org//wiki/Parsing/RPN_calculator_algorithm",0,0.896292041774175,0.0804532297992908,0.0231872039176988
2,0,2,4,0,0,8,18,0,0,0,0,45,45,0,0,0,26.6888888888889,0,0,"http://rosettacode.org//wiki/Parsing/RPN_calculator_algorithm",0,0.840835637485223,0.123523267334285,0.0356003008879297
0,0,0,2,0,0,2,3,1,0,0,0,7,7,0,0,0,27.4285714285714,0,0,"http://rosettacode.org//wiki/Random_numbers",0,0.99136016341237,0.00661887973930559,0.00190760911159041
0,0,0,0,0,1,11,0,0,0,0,0,26,20,6,0,0,36.3076923076923,0,0,"http://rosettacode.org//wiki/Range_expansion",0.0140005056061115,0.861863932150046,0.12410307447276,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,66,0,0,"http://rosettacode.org//wiki/Range_expansion",0,0.999885053704143,0,0
1,0,3,1,0,0,3,0,0,1,0,0,31,25,7,1,0,27.3225806451613,1,1,"http://rosettacode.org//wiki/Range_extraction",0.0520901692388675,0.814070424889581,0.133876873338857,0
0,0,0,0,0,0,6,0,1,0,0,0,41,33,7,0,1,38.3170731707317,0,0,"http://rosettacode.org//wiki/Range_extraction",0.015658525563597,0.710117389832492,0.148624555046849,0.125641336632681
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,35,0,0,"http://rosettacode.org//wiki/Range_extraction",0,0.999885053704143,0,0
0,0,0,0,0,0,19,0,0,0,0,0,67,65,2,0,0,37.3731343283582,0,0,"http://rosettacode.org//wiki/Ranking_methods",0,0.742607617646458,0.214954451504013,0.0424439125337279
0,0,0,2,1,0,3,0,0,0,0,0,13,12,2,1,0,28,1,1.5,"http://rosettacode.org//wiki/Rate_counter",0.0407238218595289,0.929246344695357,0.0287599292420331,0.00123700169471132
